CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
11681,Peter,Saddow,"15, avenue de la Gare",Boulogne-sur-Mer,Pas de Calais,France,62200,132-555-0100,1965-09-16,Partial High School,Manual,F,M,1,2,3,4,24256,62,0
11683,Tony,Rai,Klara Straße 8422,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0168,1965-03-19,High School,Manual,M,M,1,1,2,2,31642,93,1
11684,Neil,Martin,Rehstr 6446,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0119,1965-06-21,Bachelors ,Skilled Manual,M,M,1,2,1,1,64106,92,1
11685,Andre,Raman,3039 Eagle Way,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0161,1964-10-05,Partial High School,Manual,M,M,1,2,2,3,22767,88,0
11686,Billy,Serrano,Nollendorfplatz 1851,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0118,1964-04-20,Partial High School,Manual,M,M,1,2,2,3,11803,79,1
11687,Regina,Rodriguez,"56, avenue de l´Europe",Morangis,Essonne,France,91420,1 (11) 500 555-0119,1964-12-13,High School,Manual,F,M,1,2,2,2,17575,56,0
11688,Max,Moreno,8401 Carson Street,Les Ulis,Essonne,France,91940,1 (11) 500 555-0111,1964-01-13,High School,Manual,M,M,1,0,3,3,17304,92,1
11690,Autumn,Gao,8463 Monument Blvd.,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0119,1964-12-20,Bachelors ,Skilled Manual,F,M,1,2,1,1,50880,59,0
11691,Dakota,Gonzales,Wasserstr 22,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0164,1964-10-07,Partial College,Manual,M,M,1,0,2,2,36543,96,1
11693,Damien,He,Hellweg 4244,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0141,1963-04-16,High School,Manual,M,M,1,1,3,3,25249,102,0
11695,Dwayne,Munoz,Klara Straße 2465,Münster,Saarland,Germany,48001,1 (11) 500 555-0177,1966-07-03,Bachelors ,Professional,M,M,1,0,0,0,71353,77,0
11696,Jillian,Gonzalez,Lützowplatz 4248,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0157,1966-11-26,Bachelors ,Professional,F,M,1,0,0,0,54073,49,0
11697,Claudia,He,867 La Orinda Place,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0189,1966-03-15,Graduate Degree,Skilled Manual,F,S,0,0,0,0,116294,51,1
11698,Julio,Diaz,3566 Matterhorn Ct,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0137,1962-06-20,Partial College,Clerical,M,S,1,1,0,1,44147,67,0
11700,Diana,Vazquez,"88, rue de l´Esplanade",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0116,1934-09-22,Bachelors ,Skilled Manual,F,M,1,1,0,1,59816,43,0
11701,Francisco,Fernandez,Postfach 98 01 09,Berlin,Hamburg,Germany,12311,1 (11) 500 555-0149,1934-05-02,Bachelors ,Skilled Manual,M,M,1,1,0,1,66596,67,0
11705,Kaitlyn,Anderson,7419 Donaleen Ct.,Watford,England,United Kingdom,WA3,1 (11) 500 555-0171,1965-04-02,Bachelors ,Skilled Manual,F,M,1,0,0,1,60033,51,0
11708,Robyn,Ortega,7852 Ban Bridge Pl.,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0142,1964-07-04,Bachelors ,Skilled Manual,F,M,1,0,0,1,63531,46,0
11709,Carolyn,Sanchez,"24, rue de Maubeuge",Versailles,Yveline,France,78000,1 (11) 500 555-0124,1963-04-24,Partial College,Clerical,F,M,1,0,3,3,40316,70,1
11712,Tonya,Lal,Heiderweg 4982,Kiel,Saarland,Germany,24044,1 (11) 500 555-0124,1977-02-16,High School,Manual,F,S,0,1,0,0,16510,38,0
11714,Kaylee,Brooks,"402, rue de Bas Marin",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0175,1979-02-11,High School,Manual,F,S,1,2,4,4,25910,66,1
11715,Cameron,Long,"77, avenue du Président-Kennedy",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0161,1978-01-15,High School,Manual,M,S,0,1,0,0,12603,57,0
11716,Mary,Foster,8364 Encinal Place,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0169,1963-10-23,Bachelors ,Skilled Manual,F,M,1,0,0,1,65208,50,0
11718,Kristin,Yuan,1247 Violet Ct,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0139,1962-04-27,Partial College,Clerical,F,M,0,1,0,1,42618,51,0
11720,Pedro,Martinez,"10, rue Lafayette",Paris,Seine (Paris),France,75007,1 (11) 500 555-0151,1962-11-27,Bachelors ,Skilled Manual,M,M,1,1,0,1,55678,72,0
11721,Franklin,Hu,Buergermeister-ulrich-str 123,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0127,1961-07-27,Graduate Degree,Clerical,M,M,1,0,0,4,65878,79,0
11722,Donna,Chande,"34, rue Lauriston",Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0167,1977-03-16,Partial College,Clerical,F,M,0,1,0,0,48425,53,0
11723,Kaitlyn,Allen,Dunckerstr 48523,Kassel,Hessen,Germany,34117,1 (11) 500 555-0183,1977-05-18,Partial College,Clerical,F,S,0,1,0,0,50361,43,0
11724,Valerie,Liu,Conesweg 270,Poing,Saarland,Germany,66041,1 (11) 500 555-0171,1977-03-12,Partial College,Clerical,F,S,0,1,0,0,51589,37,0
11726,Heather,Hu,"77, quai de l´ Iton",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0193,1976-05-03,High School,Manual,F,S,0,1,0,0,13414,36,0
11728,Tiffany,Xu,"8868, avenue de Villiers",Paris,Seine (Paris),France,75019,1 (11) 500 555-0126,1976-05-20,High School,Manual,F,S,0,1,0,0,10638,36,0
11729,Pedro,Mehta,"24, avenue du Port",Verrieres Le Buisson,Essonne,France,91370,1 (11) 500 555-0116,1976-12-04,High School,Manual,M,S,0,1,0,0,15301,52,0
11730,James,Washington,Buergermeister-ulrich-str 6411,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0181,1976-04-20,Partial College,Clerical,M,S,0,1,0,0,73354,69,0
11731,Kimberly,Ramirez,Wertheimer Straße 266,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0188,1976-09-09,Partial College,Clerical,F,S,0,1,0,0,45479,41,0
11733,Tanya,Navarro,Roßstr 7752,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0110,1974-01-03,Partial High School,Manual,F,M,1,2,0,0,21497,39,0
11734,Felicia,Rubio,"26, place de la Concorde",Orly,Val de Marne,France,94310,1 (11) 500 555-0120,1974-06-01,Partial High School,Manual,F,M,0,2,0,0,16076,39,0
11735,Devon,Tang,730 Keller Ridge Dr,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0139,1974-12-27,Partial High School,Manual,M,S,0,2,0,0,13389,55,0
11736,Carla,Patel,Attaché de Presse,Paris,Seine (Paris),France,75009,1 (11) 500 555-0136,1974-07-02,Partial High School,Manual,F,S,1,2,0,0,14214,40,0
11737,Edgar,Kapoor,"515, rue Léo Delibes",Paris,Seine (Paris),France,75007,1 (11) 500 555-0184,1974-05-12,Partial High School,Manual,M,S,0,2,0,0,21590,65,0
11738,Martin,Martinez,"34, place de Brazaville",Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0180,1975-09-02,Partial College,Clerical,M,S,0,1,0,0,43792,60,1
11740,Tara,Sharma,Kalkweg 900,Poing,Saarland,Germany,66041,1 (11) 500 555-0156,1975-12-16,Partial College,Clerical,F,S,1,1,0,0,37809,41,0
11742,Andrew,Williams,Carlsplatz 4229,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0197,1973-05-27,Partial High School,Manual,M,M,1,2,0,0,21044,61,0
11743,Alvin,Lin,"83, rue de Fontfroide",Paris,Seine (Paris),France,75017,1 (11) 500 555-0121,1976-01-23,Graduate Degree,Manual,M,S,0,0,0,0,41829,62,0
11744,Misty,Nath,"344, rue de Bas Marin",Paris,Seine (Paris),France,75010,1 (11) 500 555-0146,1962-09-21,Graduate Degree,Manual,F,S,1,0,0,1,27192,44,0
11745,Christian,Davis,"34, place de Fontenoy",Versailles,Yveline,France,78000,1 (11) 500 555-0114,1962-06-27,Graduate Degree,Manual,M,M,1,0,0,1,28352,71,1
11746,Stanley,Mehta,Am Karlshof 6883,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0111,1962-08-09,Graduate Degree,Manual,M,M,1,0,0,1,52522,76,0
11748,Craig,Suarez,"9, avenue de Norvege",Orleans,Loiret,France,45000,1 (11) 500 555-0155,1961-07-06,Graduate Degree,Clerical,M,S,1,0,0,1,47937,63,0
11751,Richard,Simmons,"2, rue de l´Avenir",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0119,1956-09-08,Partial College,Manual,M,M,1,0,0,2,18209,63,0
11752,Jack,Campbell,Erlenweg 5194,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0113,1955-03-24,Partial College,Manual,M,M,1,0,0,2,18073,69,0
11753,Jon,Shan,2050 B Avenue I,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0180,1955-08-22,Bachelors ,Clerical,M,S,0,0,0,1,30201,65,0
11755,Seth,Jenkins,"1, rue Lamarck",Versailles,Yveline,France,78000,1 (11) 500 555-0131,1941-11-28,Bachelors ,Clerical,M,S,1,0,0,1,37150,56,0
11756,Tracy,Raje,Pflugstr 2565,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0152,1942-03-09,Partial College,Manual,F,M,1,0,0,1,19509,41,0
11758,Marie,Subram,"16, avenue de Malakoff",Cergy,Val d'Oise,France,95000,1 (11) 500 555-0194,1943-10-04,Partial College,Manual,F,M,0,1,0,3,28195,39,0
11760,Christine,Luo,463 Creekside Drive,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0157,1980-01-06,Partial College,Manual,F,M,0,1,0,0,24393,44,0
11762,Luke,Kumar,4882 Darlene Drive,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0117,1980-02-04,Partial College,Manual,M,M,1,1,0,0,12966,58,0
11763,Grant,Raje,296 Peachwillow St.,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0174,1980-07-17,Partial College,Manual,M,M,0,1,0,0,37177,72,0
11764,Micah,Guo,86 Sierra Ridge,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0153,1980-02-28,Partial College,Manual,M,S,0,1,0,0,27343,63,0
11766,Gilbert,Gao,4519 Lydia Lane,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0179,1977-04-23,High School,Manual,M,S,0,2,0,0,21080,61,0
11767,Renee,Alonso,929 Birchbark Place,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0180,1977-05-23,High School,Manual,F,S,0,2,0,0,16122,42,0
11768,Lacey,Zhu,887 Redwood Road,Melton,Victoria,Australia,3337,1 (11) 500 555-0120,1977-10-06,High School,Manual,F,S,1,2,0,0,32457,37,0
11770,Stacey,Chen,8470 Cliffside Drive,Burien,Washington,United States,98168,997-555-0119,1973-10-19,Partial College,Professional,F,M,1,2,0,0,74026,48,0
11771,Jaime,Hernandez,6325 Entrada Circle,Findon,South Australia,Australia,5023,1 (11) 500 555-0126,1976-10-24,High School,Manual,F,S,1,0,1,1,21734,41,0
11772,Jarrod,Chandra,9816 Ban Bridge Pl.,Findon,South Australia,Australia,5023,1 (11) 500 555-0164,1979-05-15,High School,Manual,M,S,0,0,1,1,17731,64,1
11773,Lacey,Wang,1080 Crestwood Circle,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0132,1979-01-23,Bachelors ,Clerical,F,S,1,0,0,0,30980,37,0
11774,Keith,Chander,5465 Janin Pl.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0146,1979-05-26,Bachelors ,Clerical,M,M,1,0,0,0,32206,69,0
11777,Gina,Gill,9589 Eastgate Avenue,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0194,1977-02-04,Bachelors ,Clerical,F,S,1,0,0,0,45957,40,1
11778,Clifford,Sara,9568 Gold Crest Ct.,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0123,1977-10-10,Partial College,Manual,M,S,0,0,0,0,18277,64,0
11779,Robyn,Blanco,6270 Pinecreek Way,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,1977-03-07,Partial College,Manual,F,M,1,0,0,0,21129,38,0
11780,Arturo,Jai,Zeiter Weg 9963,Berlin,Hamburg,Germany,10210,1 (11) 500 555-0144,1943-04-16,Partial College,Manual,M,S,1,0,0,2,20171,53,0
11782,Ruth,Perez,"16, rue de Linois",Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0167,1961-08-26,Graduate Degree,Clerical,F,S,1,0,0,4,64387,48,0
11786,Daisy,Serrano,5253 Harris Court,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0158,1960-02-08,Graduate Degree,Clerical,F,S,0,0,0,3,62531,48,0
11787,Charles,Turner,9040 Pierce,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0180,1959-05-07,Partial College,Manual,M,S,1,1,0,2,31664,65,0
11788,Andre,Suri,7430 Partridge Dr.,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0174,1959-11-01,Graduate Degree,Clerical,M,M,1,0,0,3,76955,76,0
11793,Armando,Martin,Midi-Couleurs,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0154,1959-01-21,Bachelors ,Clerical,M,M,0,0,0,0,56932,72,0
11795,Armando,Gill,"8026, rue Maillard",Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0165,1970-03-27,High School,Manual,M,M,1,0,2,2,16587,83,0
11796,Whitney,Mehta,5826 Norman Avenue,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0158,1970-03-20,Partial College,Manual,F,S,0,1,0,0,22795,42,0
11798,Veronica,Prasad,2956 East Altarinda Dr.,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0182,1970-05-06,Graduate Degree,Clerical,F,M,0,0,0,0,75188,55,0
11799,Grant,Jai,3128 Morgan Territory Rd,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0128,1970-10-23,Graduate Degree,Clerical,M,S,0,0,0,0,69128,67,0
11801,Tamara,Black,215 Denkinger Court,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0196,1969-10-20,Partial College,Manual,F,S,0,1,0,0,24411,40,0
11802,Keith,Xie,"15, rue Basse-du-Rocher",Paris,Seine (Paris),France,75002,1 (11) 500 555-0148,1969-09-12,Bachelors ,Clerical,M,S,0,0,0,0,58599,67,0
11803,Darren,Gonzalez,Zeiter Weg 7765,München,Hamburg,Germany,80074,1 (11) 500 555-0174,1969-07-12,Bachelors ,Clerical,M,S,0,0,0,0,75401,74,0
11805,Sabrina,Diaz,"25, rue de Cambrai",Paris,Seine (Paris),France,75007,1 (11) 500 555-0190,1969-03-03,Graduate Degree,Clerical,F,S,1,0,0,0,69648,49,1
11806,Chelsea,Jordan,"6935, rue Malar",Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0172,1969-11-10,Graduate Degree,Skilled Manual,F,M,1,0,0,0,94159,54,0
11807,Ricardo,Shan,Potsdamer Straße 929,Kiel,Saarland,Germany,24044,1 (11) 500 555-0196,1969-06-16,Graduate Degree,Skilled Manual,M,S,1,0,0,0,103596,79,0
11808,Tony,Raje,9395 Asilomaar Dr,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0187,1952-09-25,Partial College,Manual,M,S,0,2,0,3,15053,60,0
11809,Martin,Rana,9494 Candelero Dr.,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0144,1951-09-11,Partial College,Manual,M,S,0,2,0,3,15884,54,0
11810,Michele,Romero,Moritzstr 45,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0176,1951-07-04,Partial College,Manual,F,S,1,1,0,2,34882,38,0
11811,Lisa,Xu,Höhenstr 7477,München,Hamburg,Germany,80074,1 (11) 500 555-0111,1953-07-15,High School,Manual,F,M,1,2,1,2,21575,53,0
11812,Tara,Black,2197 Clayton Road,Reading,England,United Kingdom,RG7 5H7,1 (11) 500 555-0116,1953-02-06,High School,Manual,F,S,1,2,1,2,24519,49,0
11813,Lauren,Morgan,3594 Vista Del Sol,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0184,1968-04-26,High School,Manual,F,S,0,1,2,2,31757,56,1
11814,Bryant,Lopez,3594 Vista Del Sol,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0144,1968-04-26,Partial College,Manual,M,S,0,0,1,1,25849,72,0
11818,Abigail,Alexander,5225 Harbor View Dr,Milwaukie,Oregon,United States,97222,142-555-0123,1979-04-26,High School,Skilled Manual,F,S,1,2,0,0,44147,46,0
11820,Jeffery,Yang,197 Adobe Dr,Berkeley,California,United States,94704,994-555-0154,1979-10-06,Partial College,Skilled Manual,M,S,1,1,0,0,59090,72,1
11821,Brian,Morris,835 Ofarrell Dr.,Downey,California,United States,90241,759-555-0173,1979-03-26,Partial College,Skilled Manual,M,S,0,1,0,0,47709,60,0
11822,Sara,Phillips,4803 Panoramic Ave.,El Cajon,California,United States,92020,807-555-0167,1979-06-14,Partial College,Skilled Manual,F,S,0,1,0,0,50051,44,0
11823,Terry,Xu,5634 Haviland Place,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0114,1944-10-11,High School,Skilled Manual,M,S,0,2,0,3,17667,56,0
11824,Pedro,Kapoor,9837 Larkwood Ct,Seaford,Victoria,Australia,3198,1 (11) 500 555-0118,1944-06-04,High School,Skilled Manual,M,M,1,2,0,4,41276,66,0
11826,Makayla,Cox,30 Rolling Green Circle,San Gabriel,California,United States,91776,392-555-0143,1979-10-18,Partial College,Skilled Manual,F,S,1,1,0,0,65536,48,0
11827,Jada,Parker,7070 Grasswood Ct.,West Covina,California,United States,91791,477-555-0175,1979-05-24,Partial College,Skilled Manual,F,S,1,2,0,0,84454,49,1
11828,Jill,Martinez,3952 Morello Ave.,Langford,British Columbia,Canada,V9,885-555-0112,1978-08-23,High School,Skilled Manual,F,S,0,2,0,0,34863,39,0
11829,Isabella,Nelson,4760 Brown Dr.,Edmonds,Washington,United States,98020,715-555-0147,1978-11-09,Partial College,Skilled Manual,F,S,1,1,0,0,58387,42,0
11830,Sean,Richardson,9277 Claycord Ave.,Berkeley,California,United States,94704,726-555-0144,1978-09-07,Partial College,Skilled Manual,M,M,1,2,0,0,83347,77,0
11831,Miguel,Hernandez,8370 Birchwood Dr,Imperial Beach,California,United States,91932,145-555-0139,1978-11-27,Partial College,Skilled Manual,M,M,1,2,0,0,83603,77,1
11832,Edwin,Hu,7910 Mary Dr.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0131,1945-04-09,Partial High School,Clerical,M,M,1,2,1,2,32327,75,0
11833,Colin,Zhao,7948 Sony Hill Circle,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0195,1946-02-06,High School,Skilled Manual,M,S,0,2,0,4,33123,61,0
11836,Anne,Serrano,5379 Treasure Island Way,Perth,South Australia,Australia,6006,1 (11) 500 555-0160,1946-10-12,Bachelors ,Management,F,M,1,2,0,2,57526,49,0
11837,Omar,Liang,4717 Carpetta Circle,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0141,1947-03-04,Partial High School,Clerical,M,M,1,2,1,2,15362,69,0
11838,Victor,Ramos,3925 Boyd,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0164,1947-09-21,Partial High School,Clerical,M,M,1,2,1,2,33502,76,0
11839,George,Sara,5564 Marsh Elder,Findon,South Australia,Australia,5023,1 (11) 500 555-0191,1947-06-24,High School,Skilled Manual,M,M,1,2,0,4,28012,58,0
11840,Jake,Lin,3567 Sierra Street,Melton,Victoria,Australia,3337,1 (11) 500 555-0155,1947-10-05,High School,Skilled Manual,M,S,0,2,0,4,17031,55,0
11842,Carmen,Suri,9657 Wiget Lane,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0118,1947-07-22,Partial College,Clerical,F,M,1,2,0,2,46490,46,0
11846,Emily,Washington,1908 Stanford Street,San Diego,California,United States,92102,908-555-0122,1978-08-15,Partial College,Skilled Manual,F,S,0,2,0,0,72461,40,0
11847,Chloe,Lee,9342 Temple Drive,Cliffside,British Columbia,Canada,V8Y 1L1,769-555-0122,1977-09-12,Partial High School,Clerical,F,S,0,2,0,0,39895,46,0
11848,Kayla,Barnes,8965 Rheem Blvd.,N. Vancouver,British Columbia,Canada,V7L 4J4,714-555-0162,1977-07-25,Partial High School,Clerical,F,S,0,2,0,0,40140,42,0
11850,Hailey,Edwards,1979 Driving Drive,Vancouver,British Columbia,Canada,V7L 4J4,210-555-0193,1977-04-10,Bachelors ,Professional,F,S,0,2,0,0,52517,39,0
11852,Blake,Perry,2651 Ancona Ct.,Sedro Woolley,Washington,United States,98284,966-555-0193,1977-03-09,Partial College,Skilled Manual,M,S,0,2,0,0,53492,67,1
11853,Emma,Jones,5123 Gumwood,Concord,California,United States,94519,291-555-0163,1977-06-15,Partial College,Skilled Manual,F,S,1,2,0,0,62555,47,1
11854,Daniel,Thomas,5776 Newton Way,La Jolla,California,United States,92806,477-555-0199,1977-03-16,Partial College,Skilled Manual,M,M,0,2,0,0,90847,80,0
11857,Melvin,Chander,4804 Haynes Court,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0120,1949-02-25,Partial High School,Clerical,M,M,1,2,1,2,12333,70,0
11859,Meredith,Gill,6034 Virgil Street,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0125,1950-10-24,Partial High School,Clerical,F,M,1,3,1,2,19817,51,0
11861,Latasha,Ortega,492 Pierce Court,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0161,1950-05-15,Partial High School,Clerical,F,M,1,2,1,2,24439,48,0
11862,Leonard,Shen,5800 Abbey Court,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0137,1950-04-21,Partial High School,Clerical,M,M,1,2,1,2,11842,73,0
11863,Martha,Wang,5927 Seaview Avenue,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0158,1951-02-16,Partial High School,Clerical,F,M,1,2,1,2,23630,44,0
11864,Monique,Sanz,4002 Willow Pass Dr.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0127,1951-03-11,Partial High School,Clerical,F,M,1,2,1,2,15852,46,0
11866,Lucas,Rivera,4613 Benedict Court,Palo Alto,California,United States,94303,444-555-0113,1980-07-17,Partial College,Skilled Manual,M,M,0,2,0,0,58429,72,0
11867,Kaitlyn,Nelson,6896 Camino Norte,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0110,1952-07-09,Partial High School,Clerical,F,S,1,3,1,2,19247,45,1
11870,Marie,Suri,663 Sunset Meadows Ln.,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0189,1954-04-13,Partial High School,Clerical,F,S,0,2,0,3,46823,43,0
11871,Damien,Raji,1820 Fox Way,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0115,1955-07-24,Partial College,Skilled Manual,M,M,1,2,0,2,116226,78,1
11872,Aimee,Zheng,994 Counting Drive,Townsville,Queensland,Australia,4810,1 (11) 500 555-0116,1955-03-21,Partial College,Skilled Manual,F,S,0,2,0,2,96035,48,0
11874,Kelvin,Goel,5699 Alpha Way,Chula Vista,California,United States,91910,216-555-0121,1975-05-27,High School,Skilled Manual,M,S,0,2,0,0,40847,67,0
11875,John,Martinez,1071 Stanz Grace St.,Chula Vista,California,United States,91910,411-555-0143,1975-05-25,High School,Skilled Manual,M,M,1,2,0,0,64297,75,0
11877,Robert,Gonzalez,1899 Mayhew Way,Grossmont,California,United States,91941,962-555-0138,1975-12-16,Partial College,Skilled Manual,M,S,1,2,0,0,99762,76,1
11878,Zoe,Bell,1551 Logan Ct,Bellingham,Washington,United States,98225,108-555-0180,1974-10-17,High School,Skilled Manual,F,M,1,2,0,0,50562,52,0
11879,Eduardo,Garcia,3001 Mt. Etna,Bellingham,Washington,United States,98225,929-555-0115,1974-03-11,High School,Skilled Manual,M,S,0,2,0,0,56375,71,0
11880,Anna,Rivera,8890 Viera Avenue,Lincoln Acres,California,United States,91950,713-555-0187,1974-10-19,High School,Skilled Manual,F,M,1,2,0,0,42058,47,0
11881,Luis,Yang,4594 Springer Court,Portland,Oregon,United States,97205,124-555-0182,1974-03-01,High School,Skilled Manual,M,S,0,2,0,0,49633,68,0
11882,Natalie,Barnes,7650 Northridge Drive,Palo Alto,California,United States,94303,623-555-0149,1973-03-26,Partial College,Skilled Manual,F,S,0,2,0,0,60543,44,0
11885,Andrea,Gray,2394 Pepper Way,Downey,California,United States,90241,310-555-0113,1976-06-03,Partial College,Professional,F,S,1,2,0,0,80879,47,1
11886,Naomi,Gomez,1519 Mark Twain Dr.,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0176,1956-01-10,High School,Skilled Manual,F,S,1,2,0,2,104971,51,0
11893,Tina,Sara,7977 Marina Road,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0127,1959-02-16,Bachelors ,Management,F,S,0,3,1,1,121764,59,1
11894,Destiny,Sanders,2266 Bonifacio Street,Woodburn,Oregon,United States,97071,171-555-0117,1973-01-25,Bachelors ,Management,F,S,1,1,0,0,110557,53,1
11896,Geoffrey,Patel,6946 Candywood Ct.,Burien,Washington,United States,98168,402-555-0162,1974-04-21,Partial College,Professional,M,S,0,2,0,0,82566,66,0
11897,Austin,Martin,5421 Morengo Ct.,Everett,Washington,United States,98201,864-555-0155,1974-05-21,Partial College,Professional,M,S,1,2,0,0,108491,76,1
11898,Taylor,Brooks,5802 Ampersand Drive,Lake Oswego,Oregon,United States,97034,611-555-0119,1974-03-18,Partial College,Professional,F,M,1,2,0,0,87682,51,0
11899,Bryan,Howard,6592 Sun Hill Lane,Daly City,California,United States,94015,276-555-0188,1966-03-28,Bachelors ,Management,M,M,1,4,2,2,164705,126,1
11901,Rachel,Diaz,206 Kirkwood Ct.,Grossmont,California,United States,91941,402-555-0119,1966-03-28,Graduate Degree,Management,F,S,0,3,1,1,163474,61,1
11902,Devin,Thomas,8521 Knewal Rd,Newport Beach,California,United States,92625,671-555-0138,1966-04-11,Graduate Degree,Management,M,S,0,4,1,1,182076,100,1
11905,Gabriel,Scott,8859 Reliz Valley Road,Renton,Washington,United States,98055,464-555-0121,1964-02-10,Bachelors ,Professional,M,S,0,1,0,0,68675,72,1
11906,Alexandra,Evans,6114 North Park Court,Royal Oak,British Columbia,Canada,V8X,889-555-0184,1964-02-22,Bachelors ,Skilled Manual,F,M,1,2,4,4,77029,91,1
11907,Janet,Wright,8227 Myrtle Drive,Lincoln Acres,California,United States,91950,518-555-0138,1964-07-28,Bachelors ,Skilled Manual,F,S,1,3,5,5,87499,95,1
11908,Jennifer,Reed,7227 Serafina,Downey,California,United States,90241,453-555-0118,1964-10-27,Bachelors ,Skilled Manual,F,S,1,2,2,4,73445,65,0
11911,Evan,Rogers,5453 James Donlon Blvd.,Yakima,Washington,United States,98901,465-555-0119,1964-10-08,Bachelors ,Skilled Manual,M,M,1,2,2,4,113471,113,1
11912,Melissa,Simmons,1955 Sequoia Drive,National City,California,United States,91950,341-555-0151,1964-05-07,Bachelors ,Skilled Manual,F,S,0,2,2,4,78369,64,0
